Start(Malay Peninsula Standard Time);Stop(Malay Peninsula Standard Time);Trend_Period;Vrms_AN_max;Vrms_BN_max;Vrms_CN_max;Vrms_AB_max;Vrms_BC_max;Vrms_CA_max;Irms_A_max;Irms_B_max;Irms_C_max;PowerP_A_max;PowerP_B_max;PowerP_C_max;PowerP_Total_max
2022-08-03 17:45:00.000;2022-08-03 17:50:00.000;300;237.767;238.438;239.605;411.551;414.739;413.581;133.862;132.989;136.879;30091.4;29692.4;30881.5;90665.3
2022-08-03 17:50:00.000;2022-08-03 17:55:00.000;300;237.709;238.367;239.606;411.401;414.693;413.557;137.242;137.602;140.205;30797.1;30727;31589.1;93113.3
2022-08-03 17:55:00.000;2022-08-03 18:00:00.000;300;237.654;238.419;239.355;411.544;414.494;413.172;142.036;142.759;146.358;31871;31912.9;32977.3;96761.2
2022-08-03 18:00:00.000;2022-08-03 18:05:00.000;300;237.734;238.633;239.541;411.776;414.909;413.357;134.12;135.563;136.706;30217.9;30472.2;30910.5;91600.7
2022-08-03 18:05:00.000;2022-08-03 18:10:00.000;300;237.925;238.829;239.724;412.117;415.237;413.676;137.916;138.282;134.493;31182.7;31153.7;30403.3;92739.6
2022-08-03 18:10:00.000;2022-08-03 18:15:00.000;300;237.945;238.909;239.755;412.214;415.353;413.688;130.881;130.883;130.937;29451.4;29317.3;29452.5;88221.3
2022-08-03 18:15:00.000;2022-08-03 18:20:00.000;300;237.9;238.762;239.761;411.989;415.216;413.726;123.781;127.307;118.288;27513.3;28209.5;26135;81857.8
2022-08-03 18:20:00.000;2022-08-03 18:25:00.000;300;237.839;238.748;239.754;411.907;415.227;413.656;126.544;127.957;126.52;28048.5;28201.1;28002.5;84252.2
2022-08-03 18:25:00.000;2022-08-03 18:30:00.000;300;237.889;238.89;239.953;412.013;415.593;413.863;126.878;128.831;127.144;28337.3;28654.5;28388;85379.8
2022-08-03 18:30:00.000;2022-08-03 18:35:00.000;300;237.93;238.938;239.979;412.101;415.653;413.913;134.413;132.626;140.218;30051.4;29432.8;31534.8;91018.9
2022-08-03 18:35:00.000;2022-08-03 18:40:00.000;300;237.864;238.798;239.874;411.924;415.41;413.797;131.07;127.874;141.76;29510.2;28566.3;32244.9;90321.3
2022-08-03 18:40:00.000;2022-08-03 18:45:00.000;300;237.953;238.693;239.814;411.939;415.168;413.889;127.601;125.828;131.819;28678.8;28049.4;29796.8;86525
2022-08-03 18:45:00.000;2022-08-03 18:50:00.000;300;238.371;238.976;240.084;412.593;415.565;414.519;119.226;114.986;119.878;26743.4;25463.2;26985.9;79192.5
2022-08-03 18:50:00.000;2022-08-03 18:55:00.000;300;238.45;239.147;240.339;412.734;416.012;414.808;115.939;114.332;112.439;25996.9;25371.9;25201.5;76570.3
2022-08-03 18:55:00.000;2022-08-03 19:00:00.000;300;238.351;239.092;240.17;412.655;415.809;414.529;109.751;109.741;115.422;24716.6;24485.6;26066.1;75268.2
2022-08-03 19:00:00.000;2022-08-03 19:05:00.000;300;238.417;239.316;240.412;412.85;416.309;414.758;104.198;101.997;109.114;23438.5;22658.8;24619.6;70717
2022-08-03 19:05:00.000;2022-08-03 19:10:00.000;300;238.626;239.381;240.533;413.096;416.405;415.1;115.18;111.507;119.282;25968.1;24830.2;26937.2;77735.5
2022-08-03 19:10:00.000;2022-08-03 19:15:00.000;300;239.368;240.12;241.324;414.35;417.742;416.445;87.543;85.7327;88.3647;19149.7;18377.5;19377.8;56905
2022-08-03 19:15:00.000;2022-08-03 19:20:00.000;300;240.066;240.735;241.845;415.567;418.651;417.496;59.7351;57.6833;57.7792;13771.2;12914.6;13025.4;39711.2
2022-08-03 19:20:00.000;2022-08-03 19:25:00.000;300;240.689;241.087;242.232;416.468;419.145;418.458;70.0233;68.5362;64.66;16111.4;15409.6;14713.8;46234.8
2022-08-03 19:25:00.000;2022-08-03 19:30:00.000;300;240.799;241.46;242.482;416.882;419.8;418.658;60.1523;56.6248;59.8086;13915.5;12652.8;13742.8;40311.1
2022-08-03 19:30:00.000;2022-08-03 19:35:00.000;300;241.177;241.763;242.837;417.463;420.342;419.33;55.6297;52.4849;54.5032;12918.7;11769.7;12696.9;37385.3
2022-08-03 19:35:00.000;2022-08-03 19:40:00.000;300;241.504;242.16;243.132;418.13;420.951;419.819;57.4985;54.2929;58.8019;13265.8;12114.7;13515;38895.6
2022-08-03 19:40:00.000;2022-08-03 19:45:00.000;300;240.215;240.834;241.875;415.835;418.713;417.645;77.3041;76.5614;74.6138;17693.7;17179.5;17066.6;51939.8
2022-08-03 19:45:00.000;2022-08-03 19:50:00.000;300;237.788;238.389;239.402;411.637;414.437;413.397;66.3735;69.1809;72.133;14813.6;15183.9;16293.2;46290.8
2022-08-03 19:50:00.000;2022-08-03 19:55:00.000;300;237.369;237.897;238.908;410.87;413.54;412.629;47.4666;49.3731;47.6643;10821.8;10937;10870.5;32629.2
2022-08-03 19:55:00.000;2022-08-03 20:00:00.000;300;237.515;238.015;239.007;411.119;413.707;412.842;46.8718;47.5642;46.6989;10666.4;10542.7;10675.4;31884.5
2022-08-03 20:00:00.000;2022-08-03 20:05:00.000;300;237.48;238.029;239.096;411.041;413.845;412.897;59.9896;53.1629;62.9446;13535.6;11743.3;14275.2;39554.1
2022-08-03 20:05:00.000;2022-08-03 20:10:00.000;300;237.688;238.074;239.253;411.242;413.96;413.292;69.5792;61.5906;63.631;15723.9;13559.6;14431.4;43714.9
2022-08-03 20:10:00.000;2022-08-03 20:15:00.000;300;237.9;238.087;239.523;411.347;414.165;413.841;75.9183;66.6452;68.2572;17247;14812;15492.6;47551.6
2022-08-03 20:15:00.000;2022-08-03 20:20:00.000;300;238.268;238.477;239.78;412.075;414.699;414.337;76.061;68.5371;72.6398;17348.9;15345.3;16572.2;49266.4
2022-08-03 20:20:00.000;2022-08-03 20:25:00.000;300;238.405;238.794;240.071;412.429;415.321;414.649;71.7765;66.7937;67.3572;16429.9;15010.9;15390.3;46831.1
2022-08-03 20:25:00.000;2022-08-03 20:30:00.000;300;238.426;238.669;239.987;412.359;415.069;414.647;69.7049;69.2116;61.7575;15948.5;15494;14099.4;45541.9
2022-08-03 20:30:00.000;2022-08-03 20:35:00.000;300;238.733;239.012;240.321;412.915;415.673;415.19;71.6573;72.1387;65.1654;16165.4;15900;14604;46669.4
2022-08-03 20:35:00.000;2022-08-03 20:40:00.000;300;238.991;239.309;240.632;413.377;416.225;415.677;44.7723;44.9673;44.2617;10259.9;9900.65;10019.4;30180
2022-08-03 20:40:00.000;2022-08-03 20:45:00.000;300;239.215;239.484;240.871;413.7;416.575;416.11;45.5372;46.6649;38.5949;10445.1;10271.1;8806.24;29522.5
2022-08-03 20:45:00.000;2022-08-03 20:50:00.000;300;237.011;237.155;238.632;409.759;412.573;412.323;39.1;43.2804;36.7237;8768.1;9468.61;8304.15;26540.9
2022-08-03 20:50:00.000;2022-08-03 20:55:00.000;300;236.648;236.781;238.323;409.084;411.994;411.764;40.8489;45.7171;41.5265;9082.88;10016;9257.6;28356.5
2022-08-03 20:55:00.000;2022-08-03 21:00:00.000;300;236.519;236.762;238.112;409.038;411.802;411.382;46.2978;54.0518;47.8431;10364.8;11995.3;10983.1;33343.3
2022-08-03 21:00:00.000;2022-08-03 21:05:00.000;300;236.548;236.755;238.079;409.082;411.74;411.381;47.8637;55.4673;48.4136;10736.3;12362.4;11066;34164.7
2022-08-03 21:05:00.000;2022-08-03 21:10:00.000;300;236.521;236.754;238.138;409.014;411.823;411.419;51.1542;52.8314;49.2418;11431.9;11755.2;11248.8;34435.9
2022-08-03 21:10:00.000;2022-08-03 21:15:00.000;300;236.343;236.492;238.072;408.544;411.547;411.289;52.139;48.8351;48.9474;11748.9;10793.7;11078.1;33620.7
2022-08-03 21:15:00.000;2022-08-03 21:20:00.000;300;236.205;236.231;237.776;408.255;410.985;410.938;54.2177;52.3112;50.8885;12309;11611.4;11613.7;35534.1
2022-08-03 21:20:00.000;2022-08-03 21:25:00.000;300;236.456;236.615;237.931;408.899;411.46;411.184;56.2984;53.1514;50.2195;12761;11772.3;11493.7;36027.1
2022-08-03 21:25:00.000;2022-08-03 21:30:00.000;300;236.419;236.639;237.934;408.881;411.514;411.132;45.5346;41.1649;43.8907;10081.7;8805.34;9697.95;28585
2022-08-03 21:30:00.000;2022-08-03 21:35:00.000;300;236.523;236.628;238.164;408.856;411.706;411.524;43.5452;41.8531;38.9752;9658.47;9063.55;8672.58;27394.6
2022-08-03 21:35:00.000;2022-08-03 21:40:00.000;300;236.519;236.883;238.179;409.136;412.02;411.39;42.4426;40.3777;35.6422;9395.89;8742.35;7873.62;26011.9
2022-08-03 21:40:00.000;2022-08-03 21:45:00.000;300;236.449;236.76;238.089;408.966;411.815;411.275;44.2215;40.4401;37.2413;9830.29;8769.95;8273.25;26873.5
2022-08-03 21:45:00.000;2022-08-03 21:50:00.000;300;236.191;236.443;237.82;408.457;411.286;410.851;44.5819;41.8429;44.2749;9804.85;9092.23;9787.59;28684.7
2022-08-03 21:50:00.000;2022-08-03 21:55:00.000;300;235.784;236.088;237.398;407.821;410.626;410.098;46.1178;42.5956;40.5013;10097.4;9156.86;9061.11;28315.4
2022-08-03 21:55:00.000;2022-08-03 22:00:00.000;300;235.585;235.796;237.28;407.321;410.267;409.902;46.2433;42.8439;38.5825;10118.2;9201.25;8656.5;27975.9
2022-08-03 22:00:00.000;2022-08-03 22:05:00.000;300;235.624;235.909;237.294;407.49;410.391;409.897;46.6575;41.953;41.8844;10312.9;9000.2;9250.36;28563.5
2022-08-03 22:05:00.000;2022-08-03 22:10:00.000;300;235.729;236.051;237.452;407.684;410.677;410.119;47.2079;40.5833;42.5471;10538;8717.82;9437.37;28693.2
2022-08-03 22:10:00.000;2022-08-03 22:15:00.000;300;236.018;236.182;237.728;408.01;410.98;410.695;51.1335;45.3088;44.982;11502.8;9847.08;10121.4;31471.2
2022-08-03 22:15:00.000;2022-08-03 22:20:00.000;300;236.051;236.171;237.691;408.056;410.906;410.696;50.8158;47.1206;45.159;11380.5;10275.3;10178.5;31834.3
2022-08-03 22:20:00.000;2022-08-03 22:25:00.000;300;235.687;235.735;237.315;407.348;410.178;410.093;42.9669;38.7184;39.7664;9527.52;8285.05;8800.88;26613.5
2022-08-03 22:25:00.000;2022-08-03 22:30:00.000;300;235.395;235.392;237.003;406.796;409.591;409.593;43.5873;41.8959;39.7907;9526.3;8965.36;8873.76;27365.4
2022-08-03 22:30:00.000;2022-08-03 22:35:00.000;300;235.19;235.194;236.88;406.402;409.338;409.33;45.4694;43.9594;41.1813;9924.12;9460.71;9230.41;28615.3
2022-08-03 22:35:00.000;2022-08-03 22:40:00.000;300;235.035;235.172;236.844;406.217;409.361;409.123;45.9909;43.4003;47.0613;10036.7;9279.81;10518.5;29835
2022-08-03 22:40:00.000;2022-08-03 22:45:00.000;300;234.75;234.853;236.62;405.648;408.899;408.72;47.7023;49.2549;46.1136;10354.9;10535.2;10218.2;31108.3
2022-08-03 22:45:00.000;2022-08-03 22:50:00.000;300;234.602;234.689;236.487;405.366;408.642;408.489;46.8259;48.7635;43.039;9786.57;9708.03;8876.16;28370.8
2022-08-03 22:50:00.000;2022-08-03 22:55:00.000;300;234.475;234.496;236.309;405.099;408.287;408.247;47.4844;45.4084;42.4915;9969.1;8767.83;8605.82;27342.7
2022-08-03 22:55:00.000;2022-08-03 23:00:00.000;300;234.159;234.258;235.88;404.708;407.699;407.526;49.1454;45.9646;46.4426;10364.8;8909.98;9313.06;28587.8
2022-08-03 23:00:00.000;2022-08-03 23:05:00.000;300;233.781;233.787;235.693;403.834;407.158;407.146;52.2289;47.4691;45.6866;10948.6;9281.26;9236.48;29466.3
2022-08-03 23:05:00.000;2022-08-03 23:10:00.000;300;233.739;233.642;235.512;403.723;406.805;406.97;56.525;54.0067;49.3587;11657.9;10847.3;10149.9;32655.2
2022-08-03 23:10:00.000;2022-08-03 23:15:00.000;300;234.297;234.141;235.998;404.663;407.621;407.887;53.5693;54.4601;47.9934;10888.5;10928.3;9846.73;31663.4
2022-08-03 23:15:00.000;2022-08-03 23:20:00.000;300;234.408;234.226;236.073;404.847;407.742;408.053;44.9198;44.063;39.4247;8717.93;8179.18;7636.37;24533.5
2022-08-03 23:20:00.000;2022-08-03 23:25:00.000;300;234.552;234.336;236.033;405.164;407.739;408.11;43.6666;42.8853;38.4157;8658.06;7845.23;7471.84;23975.1
2022-08-03 23:25:00.000;2022-08-03 23:30:00.000;300;234.67;234.377;236.155;405.277;407.859;408.362;45.7673;44.5762;40.9861;9411.27;8525.08;8261.79;26198.1
2022-08-03 23:30:00.000;2022-08-03 23:35:00.000;300;234.327;234.359;235.887;405.015;407.725;407.668;50.5242;48.6145;49.5728;10907.2;10053.2;10690.5;31650.9
2022-08-03 23:35:00.000;2022-08-03 23:40:00.000;300;234.52;234.442;236.031;405.251;407.877;408.008;52.2963;49.7193;46.885;11423.3;10351.1;10142.4;31916.8
2022-08-03 23:40:00.000;2022-08-03 23:45:00.000;300;234.476;234.365;236.207;405.008;408.017;408.206;52.5078;49.3777;46.9097;11486.5;10264.1;10160.2;31910.8
2022-08-03 23:45:00.000;2022-08-03 23:50:00.000;300;234.57;234.405;236.377;405.063;408.206;408.489;52.1679;49.5998;50.7695;11423.8;10338.8;10850.3;32612.9
2022-08-03 23:50:00.000;2022-08-03 23:55:00.000;300;234.768;234.492;236.475;405.337;408.306;408.779;50.9742;47.7467;46.0502;11174.7;9950.76;9831.5;30957
2022-08-03 23:55:00.000;2022-08-04 00:00:00.000;300;234.913;234.577;236.6;405.529;408.465;409.043;52.4899;50.0773;50.1226;11482.5;10526.1;10845.2;32853.8
2022-08-04 00:00:00.000;2022-08-04 00:05:00.000;300;234.953;234.639;236.669;405.608;408.594;409.132;43.1723;41.848;43.891;8900.49;8404.08;9097.13;26401.7
2022-08-04 00:05:00.000;2022-08-04 00:10:00.000;300;235.052;234.651;236.75;405.69;408.644;409.333;41.0952;39.9152;37.6673;8423.48;8059.45;7789.07;24272
2022-08-04 00:10:00.000;2022-08-04 00:15:00.000;300;235.371;234.981;237.045;406.268;409.182;409.851;45.3833;44.4727;41.2287;9203.31;8796.7;8268.43;26268.4
2022-08-04 00:15:00.000;2022-08-04 00:20:00.000;300;235.479;235.18;237.211;406.528;409.54;410.053;51.7749;50.9285;47.7452;10973.8;10340;9933.5;31247.3
2022-08-04 00:20:00.000;2022-08-04 00:25:00.000;300;235.431;235.224;237.341;406.446;409.768;410.123;55.2837;52.7955;54.6107;12167;11188;11833.5;35188.5
2022-08-04 00:25:00.000;2022-08-04 00:30:00.000;300;235.234;235.023;237.275;406.023;409.575;409.935;55.3514;51.1376;53.6446;12166.5;10764.2;11541;34471.7
2022-08-04 00:30:00.000;2022-08-04 00:35:00.000;300;234.936;234.723;237.057;405.459;409.15;409.514;53.3606;48.9716;49.8689;11757.5;10208.9;10875.9;32842.3
2022-08-04 00:35:00.000;2022-08-04 00:40:00.000;300;235.449;235.374;237.648;406.461;410.286;410.414;52.4322;47.9731;54.104;11558.2;10001.9;11625.9;33186
2022-08-04 00:40:00.000;2022-08-04 00:45:00.000;300;235.569;235.648;237.832;406.809;410.745;410.608;55.2462;50.5721;60.5803;12219;10651;13143.8;36013.7
2022-08-04 00:45:00.000;2022-08-04 00:50:00.000;300;236.06;236.022;238.316;407.529;411.454;411.516;45.9775;42.99;46.9825;9939;8746.88;9853.9;28539.8
2022-08-04 00:50:00.000;2022-08-04 00:55:00.000;300;236.083;236.018;238.152;407.647;411.246;411.356;35.2745;35.9034;35.5158;6861.54;6379.65;6503.52;19744.7
2022-08-04 00:55:00.000;2022-08-04 01:00:00.000;300;236.301;236.164;238.358;407.948;411.525;411.76;34.0819;33.9318;34.6143;6398.76;5786.58;6448.59;18634
2022-08-04 01:00:00.000;2022-08-04 01:05:00.000;300;236.035;236.101;238.181;407.67;411.402;411.286;47.6629;48.4354;50.8322;9412.2;9212.58;10266.3;28891
2022-08-04 01:05:00.000;2022-08-04 01:10:00.000;300;235.913;236.098;238.244;407.489;411.54;411.221;72.2146;77.5315;74.9325;15623.4;16621;16718.7;48963.1
2022-08-04 01:10:00.000;2022-08-04 01:15:00.000;300;236.041;236.024;238.083;407.646;411.195;411.224;95.7553;105.704;93.6542;20975.2;23060.3;20779.8;64815.3
2022-08-04 01:15:00.000;2022-08-04 01:20:00.000;300;235.787;235.883;237.855;407.321;410.915;410.748;119.725;131.605;124.564;26583;29200.4;27965.4;83748.8
2022-08-04 01:20:00.000;2022-08-04 01:25:00.000;300;235.502;235.51;237.498;406.768;410.238;410.223;135.98;148.002;136.651;30417.2;33058.5;30835.2;94310.8
2022-08-04 01:25:00.000;2022-08-04 01:30:00.000;300;235.406;235.217;237.312;406.427;409.742;410.065;147.271;164.606;147.756;33047;36970.4;33362.4;103380
2022-08-04 01:30:00.000;2022-08-04 01:35:00.000;300;235.494;235.445;237.47;406.7;410.135;410.217;140.37;154.392;144.966;31368.1;34521.9;32643.9;98533.9
2022-08-04 01:35:00.000;2022-08-04 01:40:00.000;300;235.822;235.67;237.735;407.186;410.512;410.773;126.366;138.655;126.328;27991.7;30837;28291.4;87120.1
2022-08-04 01:40:00.000;2022-08-04 01:45:00.000;300;236.036;235.914;238.052;407.531;411.037;411.245;111.948;123.642;112.349;24391.2;27130.1;24920.9;76442
2022-08-04 01:45:00.000;2022-08-04 01:50:00.000;300;236.146;236.147;238.135;407.881;411.336;411.333;98.5588;107.573;102.423;21186;23249.3;22430.4;66865.7
2022-08-04 01:50:00.000;2022-08-04 01:55:00.000;300;236.143;236.156;238.263;407.811;411.496;411.473;98.92;106.06;97.66;21410.2;22919.6;21245.8;65575.6
2022-08-04 01:55:00.000;2022-08-04 02:00:00.000;300;236.265;236.079;238.492;407.73;411.604;411.923;110.146;117.654;111.244;23674.3;25434.9;24234.3;73343.5
2022-08-04 02:00:00.000;2022-08-04 02:05:00.000;300;236.338;236.373;238.299;408.268;411.675;411.615;109.29;116.725;114.649;23696.5;25454.5;25314.9;74465.9
2022-08-04 02:05:00.000;2022-08-04 02:10:00.000;300;236.489;236.351;238.377;408.373;411.654;411.89;102.112;109.63;101.334;21947.9;23701.8;22026.7;67676.4
2022-08-04 02:10:00.000;2022-08-04 02:15:00.000;300;236.551;236.399;238.427;408.47;411.731;411.993;95.785;103.823;93.5241;20389.6;22278.1;20084.7;62752.3
2022-08-04 02:15:00.000;2022-08-04 02:20:00.000;300;236.674;236.623;238.711;408.707;412.246;412.333;85.3473;91.5532;83.7167;17948.1;19381.9;17694.9;55024.9
2022-08-04 02:20:00.000;2022-08-04 02:25:00.000;300;236.769;236.822;238.987;408.886;412.74;412.648;83.1263;86.1623;84.6039;17909.5;18370.5;18189.4;54469.4
2022-08-04 02:25:00.000;2022-08-04 02:30:00.000;300;236.869;236.764;239.063;408.89;412.704;412.885;83.3824;86.2159;80.3914;17941.2;18336.1;17253;53530.2
2022-08-04 02:30:00.000;2022-08-04 02:35:00.000;300;236.884;236.988;238.963;409.225;412.837;412.657;83.2251;87.642;80.5765;17934.5;18748.5;17395.9;54078.8
2022-08-04 02:35:00.000;2022-08-04 02:40:00.000;300;236.99;237.193;239.102;409.504;413.173;412.822;80.2652;81.0061;81.3743;17199.6;17063;17570.4;51833.1
2022-08-04 02:40:00.000;2022-08-04 02:45:00.000;300;236.989;236.997;238.939;409.371;412.759;412.744;87.662;89.1282;87.0515;18606.6;18683.1;18553.6;55843.4
2022-08-04 02:45:00.000;2022-08-04 02:50:00.000;300;237.193;237.221;239.291;409.661;413.306;413.259;97.7071;99.35;98.0462;20713.4;20856.4;20854.9;62424.7
2022-08-04 02:50:00.000;2022-08-04 02:55:00.000;300;236.802;236.816;238.848;408.998;412.554;412.529;96.3932;98.3604;96.0459;20473.1;20826.1;20508.3;61807.5
2022-08-04 02:55:00.000;2022-08-04 03:00:00.000;300;237.131;237.155;239.064;409.645;413.004;412.961;86.7486;89.0849;91.0081;18365.9;18912.9;19749.9;57028.8
2022-08-04 03:00:00.000;2022-08-04 03:05:00.000;300;237.185;237.257;239.184;409.755;413.229;413.104;85.6076;87.1606;84.4069;18226;18618.5;18224.7;55069.2
2022-08-04 03:05:00.000;2022-08-04 03:10:00.000;300;237.032;237.061;239.094;409.403;412.987;412.936;83.1966;83.3734;80.4464;17654.6;17593.7;17020.3;52268.6
2022-08-04 03:10:00.000;2022-08-04 03:15:00.000;300;237.077;237.15;239.1;409.557;413.071;412.943;80.5045;80.2073;78.6073;17144.7;16813.8;16488.5;50447
2022-08-04 03:15:00.000;2022-08-04 03:20:00.000;300;236.946;237.157;239.092;409.417;413.145;412.781;79.5619;80.759;77.8372;16996.7;17050.9;16355.3;50402.9
2022-08-04 03:20:00.000;2022-08-04 03:25:00.000;300;236.971;237.114;238.861;409.531;412.813;412.566;81.3972;82.5587;79.3148;17354.3;17386.4;16677.5;51418.2
2022-08-04 03:25:00.000;2022-08-04 03:30:00.000;300;237.296;237.26;239.177;409.892;413.162;413.222;79.706;80.8819;77.1304;16795.7;16957.5;16204;49957.2
2022-08-04 03:30:00.000;2022-08-04 03:35:00.000;300;237.361;237.59;239.321;410.265;413.669;413.274;81.8664;83.7104;83.6185;17242.2;17700.3;17878.5;52821
2022-08-04 03:35:00.000;2022-08-04 03:40:00.000;300;237.632;237.93;239.401;410.926;413.997;413.482;87.0027;88.9959;86.6568;18525.5;19009.4;18690.8;56225.8
2022-08-04 03:40:00.000;2022-08-04 03:45:00.000;300;237.797;238.01;239.754;411.003;414.404;414.035;88.3814;89.7576;88.8166;18846;19103.6;19179;57128.7
2022-08-04 03:45:00.000;2022-08-04 03:50:00.000;300;238.068;238.311;239.938;411.558;414.806;414.386;75.5113;75.4136;75.2929;15887.7;15579.5;15931.4;47398.5
2022-08-04 03:50:00.000;2022-08-04 03:55:00.000;300;237.7;237.896;239.58;410.861;414.126;413.787;59.3508;59.3954;60.3197;12423.3;12115.2;12722.8;37261.4
2022-08-04 03:55:00.000;2022-08-04 04:00:00.000;300;237.49;237.604;239.353;410.411;413.648;413.45;67.2413;66.3428;64.3764;14334.7;13843.8;13633.9;41812.5
2022-08-04 04:00:00.000;2022-08-04 04:05:00.000;300;237.561;237.873;239.631;410.644;414.239;413.699;69.7525;71.8329;67.2583;14742.6;15202.2;14337.6;44282.4
2022-08-04 04:05:00.000;2022-08-04 04:10:00.000;300;237.539;237.885;239.631;410.632;414.265;413.666;61.4859;63.4357;65.4518;12496.2;13091.6;13772;39359.8
2022-08-04 04:10:00.000;2022-08-04 04:15:00.000;300;237.58;237.928;239.653;410.717;414.316;413.715;61.0662;62.2602;59.3714;12381.3;12740.7;12383.4;37505.5
2022-08-04 04:15:00.000;2022-08-04 04:20:00.000;300;237.767;238.057;239.67;411.072;414.376;413.875;65.063;65.4169;62.0994;13551.1;13590.7;13108.9;40250.7
2022-08-04 04:20:00.000;2022-08-04 04:25:00.000;300;237.701;238.22;239.663;411.189;414.593;413.699;67.668;67.5221;68.6245;14511.7;14155.2;14685.1;43352.1
2022-08-04 04:25:00.000;2022-08-04 04:30:00.000;300;237.855;238.266;239.828;411.325;414.749;414.039;61.7737;61.7527;58.6984;13029.4;12657.1;12216.7;37903.2
2022-08-04 04:30:00.000;2022-08-04 04:35:00.000;300;238.202;238.458;240.008;411.844;414.979;414.537;54.98;54.8948;53.2236;11325.4;10858.6;10796.7;32980.6
2022-08-04 04:35:00.000;2022-08-04 04:40:00.000;300;238.369;238.668;240.158;412.192;415.297;414.78;55.2684;55.7127;53.2849;11288.7;11065.9;10826.4;33181
2022-08-04 04:40:00.000;2022-08-04 04:45:00.000;300;238.806;238.938;240.533;412.791;415.791;415.563;61.4724;61.9868;62.2796;12688.5;12728.6;13103.8;38520.8
2022-08-04 04:45:00.000;2022-08-04 04:50:00.000;300;239.001;238.939;240.693;412.925;415.867;415.971;64.4596;64.8976;61.5851;13463.4;13483.4;12844.3;39791.1
2022-08-04 04:50:00.000;2022-08-04 04:55:00.000;300;239.324;239.345;241.06;413.555;416.57;416.534;56.7198;57.3531;54.512;11440;11479.6;10941;33860.6
2022-08-04 04:55:00.000;2022-08-04 05:00:00.000;300;239.217;239.232;241.089;413.284;416.536;416.51;57.5619;58.0039;59.0212;12023.1;11775.8;12105.8;35904.7
2022-08-04 05:00:00.000;2022-08-04 05:05:00.000;300;239.231;239.324;241.075;413.415;416.618;416.455;63.4441;63.758;59.92;13495.5;13252.8;12489.7;39238.1
2022-08-04 05:05:00.000;2022-08-04 05:10:00.000;300;239.311;239.33;241.053;413.528;416.554;416.519;67.0917;67.2809;63.6053;14424.9;14170.4;13517.3;42112.6
2022-08-04 05:10:00.000;2022-08-04 05:15:00.000;300;239.46;239.554;241.212;413.866;416.909;416.745;64.7001;65.1193;63.7855;13768.7;13596.8;13558.8;40924.4
2022-08-04 05:15:00.000;2022-08-04 05:20:00.000;300;239.46;239.53;241.175;413.859;416.838;416.716;59.1533;60.025;59.0397;12133.3;12238.3;12257.2;36628.8
2022-08-04 05:20:00.000;2022-08-04 05:25:00.000;300;239.839;239.746;241.493;414.363;417.237;417.397;55.2954;56.2076;54.1058;11403.8;11485.8;11348.1;34237.7
2022-08-04 05:25:00.000;2022-08-04 05:30:00.000;300;239.584;239.625;241.328;414.025;417.053;416.982;66.7403;67.415;65.6756;13773.4;13785.7;13717;41276
2022-08-04 05:30:00.000;2022-08-04 05:35:00.000;300;239.502;239.523;241.144;413.918;416.771;416.734;83.597;85.8028;84.4469;17869;18094.4;17969.9;53933.3
2022-08-04 05:35:00.000;2022-08-04 05:40:00.000;300;239.718;239.788;241.549;414.238;417.42;417.297;75.7985;75.2012;72.7544;15783.7;15176.1;14736.4;45696.2
2022-08-04 05:40:00.000;2022-08-04 05:45:00.000;300;240.097;240.27;241.962;414.995;418.234;417.934;60.3077;59.573;58.2897;12695.8;12020.7;11909.1;36625.6
2022-08-04 05:45:00.000;2022-08-04 05:50:00.000;300;239.793;239.983;241.641;414.498;417.706;417.379;60.4289;59.3045;62.2285;12926.2;12224.1;13051.6;38201.9
2022-08-04 05:50:00.000;2022-08-04 05:55:00.000;300;239.838;239.97;241.692;414.505;417.725;417.496;66.3315;65.4736;65.2741;13761.6;13373.7;13614.8;40750.1
2022-08-04 05:55:00.000;2022-08-04 06:00:00.000;300;240.064;240.187;241.747;414.986;417.909;417.695;71.1155;70.1511;69.8836;14950.1;14556.4;14825.2;44331.7
2022-08-04 06:00:00.000;2022-08-04 06:05:00.000;300;240.008;240.235;241.824;414.931;418.086;417.693;74.181;72.4345;71.9538;15333.4;14710.4;15022;45065.7
2022-08-04 06:05:00.000;2022-08-04 06:10:00.000;300;240.031;240.258;241.666;415.077;417.915;417.523;67.6925;64.9449;68.9405;14091.1;12962.4;14411.9;41465.4
2022-08-04 06:10:00.000;2022-08-04 06:15:00.000;300;239.945;240.229;241.682;414.935;417.95;417.459;69.9512;67.1418;68.2917;14779;13614.9;14404.5;42798.3
2022-08-04 06:15:00.000;2022-08-04 06:20:00.000;300;240.249;240.472;242.037;415.36;418.466;418.08;69.6365;67.0567;67.5184;14750.5;13710.6;14173.5;42634.7
2022-08-04 06:20:00.000;2022-08-04 06:25:00.000;300;240.276;240.49;242.082;415.387;418.523;418.153;64.5034;61.9673;64.8116;13413.8;12307.8;13042.2;38763.9
2022-08-04 06:25:00.000;2022-08-04 06:30:00.000;300;240.412;240.537;242.08;415.6;418.496;418.279;61.9517;59.9324;59.02;12541.3;11751.6;11570.2;35863.2
2022-08-04 06:30:00.000;2022-08-04 06:35:00.000;300;240.406;240.503;242.115;415.533;418.501;418.332;64.2736;62.6963;62.4557;13068;12449;12548.8;38065.9
